Shanghai,Mainland China,2020-01-21 0:00,9,10,0,0,31.2304,121.4737
Yunnan,Mainland China,2020-01-21 0:00,1,0,0,0,24.8801,102.8329
Beijing,Mainland China,2020-01-21 0:00,10,0,0,0,39.9042,116.4074
Taiwan,Taiwan,2020-01-21 0:00,1,0,0,0,25.033,121.5654
Jilin,Mainland China,2020-01-21 0:00,0,1,0,0,43.8171,125.3235
Sichuan,Mainland China,2020-01-21 0:00,2,1,0,0,30.5728,104.0668
Tianjin,Mainland China,2020-01-21 0:00,2,0,0,0,39.3434,117.3616
Ningxia,Mainland China,2020-01-21 0:00,0,1,0,0,38.4872,106.2309
Anhui,Mainland China,2020-01-21 0:00,0,3,0,0,31.8206,117.2272
Shandong,Mainland China,2020-01-21 0:00,1,0,0,0,36.6512,117.1201
Guangdong,Mainland China,2020-01-21 0:00,17,4,0,0,23.1291,113.2644
Guangxi,Mainland China,2020-01-21 0:00,0,1,0,0,22.817,108.3665
Jiangxi,Mainland China,2020-01-21 0:00,2,0,0,0,28.6829,115.8582
Henan,Mainland China,2020-01-21 0:00,1,0,0,0,34.7466,113.6253
Zhejiang,Mainland China,2020-01-21 0:00,5,16,0,0,30.2741,120.1551
Hainan,Mainland China,2020-01-21 0:00,0,1,0,0,20.0444,110.1983
Hubei,Mainland China,2020-01-21 0:00,270,11,0,0,30.5928,114.3055
Hunan,Mainland China,2020-01-21 0:00,1,0,0,0,28.2282,112.9388
Guizhou,Mainland China,2020-01-21 0:00,0,1,0,0,26.6477,106.6302
Liaoning,Mainland China,2020-01-21 0:00,0,1,0,0,41.8057,123.4315
Chongqing,Mainland China,2020-01-21 0:00,5,0,0,0,29.4316,106.9123
Hong Kong,Hong Kong,2020-01-21 0:00,0,117,0,0,22.3193,114.1694
Heilongjiang,Mainland China,2020-01-21 0:00,0,1,0,0,45.8038,126.535
Tokyo,Japan,2020-01-21 0:00,1,0,0,0,35.6762,139.6503
Bankok,Thailand,2020-01-21 0:00,2,0,0,0,13.7563,100.5018
Seoul,South Korea,2020-01-21 0:00,1,0,0,0,37.5665,126.978
Washington,US,2020-01-21 0:00,1,0,0,0,47.7511,-120.74
Anhui,Mainland China,2020-01-22 12:00,1,4,0,0,31.8206,117.2272
Beijing,Mainland China,2020-01-22 12:00,14,0,0,0,39.9042,116.4074
Chongqing,Mainland China,2020-01-22 12:00,6,0,0,0,29.4316,106.9123
Fujian,Mainland China,2020-01-22 12:00,1,0,0,0,26.0745,119.2965
Gansu,Mainland China,2020-01-22 12:00,0,0,0,0,36.0611,103.8343
Guangdong,Mainland China,2020-01-22 12:00,26,1,0,0,23.1291,113.2644
Guangxi,Mainland China,2020-01-22 12:00,2,1,0,0,22.817,108.3665
Guizhou,Mainland China,2020-01-22 12:00,1,0,0,0,26.6477,106.6302
Hainan,Mainland China,2020-01-22 12:00,4,0,0,0,20.0444,110.1983
Hebei,Mainland China,2020-01-22 12:00,1,0,0,0,38.0428,114.5149
Heilongjiang,Mainland China,2020-01-22 12:00,0,1,0,0,45.8038,126.535
Henan,Mainland China,2020-01-22 12:00,5,0,0,0,34.7466,113.6253
Hong Kong,Hong Kong,2020-01-22 12:00,0,117,0,0,22.3193,114.1694
Hubei,Mainland China,2020-01-22 12:00,444,0,0,0,30.5928,114.3055
Hunan,Mainland China,2020-01-22 12:00,4,0,0,0,28.2282,112.9388
Inner Mongolia,Mainland China,2020-01-22 12:00,0,0,0,0,40.8424,111.75
Jiangsu,Mainland China,2020-01-22 12:00,1,0,0,0,32.0603,118.7969
Jiangxi,Mainland China,2020-01-22 12:00,2,0,0,0,28.6829,115.8582
Jilin,Mainland China,2020-01-22 12:00,0,1,0,0,43.8171,125.3235
Liaoning,Mainland China,2020-01-22 12:00,2,0,0,0,41.8057,123.4315
Macau,Macau,2020-01-22 12:00,1,0,0,0,22.1987,113.5439
Ningxia,Mainland China,2020-01-22 12:00,1,0,0,0,38.4872,106.2309
Qinghai,Mainland China,2020-01-22 12:00,0,0,0,0,36.6171,101.7782
Shaanxi,Mainland China,2020-01-22 12:00,0,0,0,0,34.3416,108.9398
Shandong,Mainland China,2020-01-22 12:00,2,0,0,0,36.6512,117.1201
Shanghai,Mainland China,2020-01-22 12:00,9,10,0,0,31.2304,121.4737
Shanxi,Mainland China,2020-01-22 12:00,1,0,0,0,37.8706,112.5489
Sichuan,Mainland China,2020-01-22 12:00,5,2,0,0,30.5728,104.0668
Taiwan,Taiwan,2020-01-22 12:00,1,0,0,0,25.033,121.5654
Tianjin,Mainland China,2020-01-22 12:00,4,0,0,0,39.3434,117.3616
Tibet,Mainland China,2020-01-22 12:00,0,0,0,0,29.6548,91.1406
Washington,US,2020-01-22 12:00,1,0,0,0,47.7511,-120.74
Xinjiang,Mainland China,2020-01-22 12:00,0,0,0,0,43.8256,87.6168
Yunnan,Mainland China,2020-01-22 12:00,1,0,0,0,24.8801,102.8329
Zhejiang,Mainland China,2020-01-22 12:00,10,0,0,0,30.2741,120.1551
Tokyo,Japan,2020-01-22 12:00,2,0,0,0,35.6762,139.6503
Bankok,Thailand,2020-01-22 12:00,2,0,0,0,13.7563,100.5018
